"timestamp","latitude","longitude","accel_mean","accel_variance","accel_stats_x_p1","accel_stats_x_p10","accel_stats_x_p90","accel_stats_x_p99","accel_stats_y_p1","accel_stats_y_p10","accel_stats_y_p90","accel_stats_y_p99","accel_stats_z_p1","accel_stats_z_p10","accel_stats_z_p90","accel_stats_z_p99"
"2025-06-06 16:14:13","33.773744","-84.402567","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:14:10","33.773729","-84.402453","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:14:07","33.773639","-84.402231","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:14:04","33.77352","-84.401971","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:14:01","33.773418","-84.401698","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:58","33.773412","-84.401432","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:55","33.773368","-84.401212","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:52","33.773325","-84.401064","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:49","33.773349","-84.400869","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:46","33.773346","-84.400645","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:43","33.773294","-84.400334","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:40","33.77326","-84.400001","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:37","33.773162","-84.399729","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:34","33.773193","-84.399611","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:31","33.773247","-84.399526","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:28","33.773319","-84.399479","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:25","33.773392","-84.399462","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:22","33.773419","-84.399456","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:19","33.773416","-84.399462","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:16","33.77339","-84.399442","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:13","33.773372","-84.399413","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:10","33.773345","-84.399369","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:07","33.773343","-84.399297","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:13:04","33.773348","-84.399219","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:12:58","33.77337","-84.399053","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:12:55","33.773356","-84.398919","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:12:52","33.773335","-84.398763","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:12:49","33.773313","-84.39859","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:12:46","33.773308","-84.39841","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:12:43","33.773298","-84.398291","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:12:40","33.773277","-84.398179","9.297","0.171","-1.532","-0.46","1.073","2.298","1.379","2.298","3.524","4.137","7.355","8.428","9.194","9.96"
"2025-06-06 16:12:37","33.773256","-84.398046","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:12:34","33.773155","-84.397824","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:12:31","33.773049","-84.397614","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:12:28","33.772931","-84.397411","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:12:25","33.772901","-84.397305","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:12:22","33.772935","-84.397253","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:12:19","33.773017","-84.397264","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:12:16","33.773082","-84.397298","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:12:13","33.773126","-84.397314","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:12:10","33.773164","-84.397337","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:12:07","33.773205","-84.397331","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:12:04","33.773234","-84.397284","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:12:01","33.773252","-84.397201","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:58","33.773277","-84.397124","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:55","33.773236","-84.397047","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:52","33.773259","-84.397015","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:49","33.773224","-84.396995","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:46","33.773228","-84.396989","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:43","33.773243","-84.396983","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:40","33.773254","-84.396992","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:37","33.773255","-84.396998","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:34","33.77325","-84.397","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:31","33.773198","-84.396974","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:28","33.773157","-84.396953","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:25","33.773158","-84.396949","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:22","33.77315","-84.396963","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:19","33.773106","-84.396943","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:16","33.77309","-84.396927","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:13","33.773074","-84.396905","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:10","33.773004","-84.39689","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:07","33.772841","-84.396875","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:04","33.772775","-84.396959","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:11:01","33.772734","-84.397084","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:58","33.772763","-84.397208","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:55","33.772784","-84.397328","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:52","33.772842","-84.397439","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:49","33.772911","-84.397619","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:46","33.772965","-84.397825","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:43","33.773014","-84.398079","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:40","33.773043","-84.398299","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:37","33.773065","-84.398466","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:34","33.773069","-84.398576","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:31","33.773097","-84.398674","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:28","33.773122","-84.398842","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:25","33.773165","-84.399029","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:22","33.773218","-84.399208","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:19","33.773233","-84.399358","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:16","33.773214","-84.399462","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:13","33.773192","-84.399474","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:10","33.773138","-84.399437","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:07","33.773143","-84.399486","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:04","33.773147","-84.39953","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:10:01","33.773178","-84.399631","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:09:58","33.773198","-84.39979","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:09:55","33.773215","-84.399972","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:09:52","33.773273","-84.400163","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:09:49","33.773366","-84.400401","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:09:46","33.773426","-84.400621","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:09:43","33.773452","-84.400807","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:09:40","33.773456","-84.40096","9.224","0.369","-0.919","-0.306","1.073","1.839","1.532","1.839","3.065","3.524","5.363","8.121","9.347","9.96"
"2025-06-06 16:09:37","33.773434","-84.40104","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:09:34","33.773391","-84.401078","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:09:31","33.773352","-84.401074","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:09:28","33.773304","-84.401109","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:09:25","33.773299","-84.401129","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:09:22","33.773217","-84.40115","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:09:19","33.77322","-84.401218","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:09:16","33.773183","-84.401269","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:09:13","33.773131","-84.401266","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:09:10","33.77308","-84.40124","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:09:07","33.773057","-84.401301","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:09:04","33.773092","-84.401412","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:09:01","33.773173","-84.401582","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:58","33.773254","-84.401809","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:55","33.773347","-84.402071","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:52","33.773452","-84.402341","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:49","33.77356","-84.402538","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:46","33.773711","-84.402602","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:43","33.773832","-84.402556","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:40","33.773997","-84.40252","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:37","33.77418","-84.40249","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:34","33.774364","-84.402466","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:31","33.774504","-84.40248","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:28","33.774575","-84.402496","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:25","33.774602","-84.402491","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:22","33.774598","-84.402479","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:19","33.774608","-84.402486","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:16","33.774638","-84.402523","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:13","33.77468","-84.40253","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:10","33.774741","-84.402528","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:08:07","33.774743","-84.40243","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:07:19","33.777224","-84.402414","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:07:16","33.777382","-84.402454","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:07:13","33.7775","-84.402474","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:07:10","33.777585","-84.402484","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:07:07","33.777659","-84.402467","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:07:04","33.777751","-84.402373","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:07:01","33.777835","-84.402257","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:06:58","33.77793","-84.402126","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:06:55","33.778038","-84.402026","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:06:52","33.778104","-84.401948","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:06:49","33.778139","-84.40194","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:06:46","33.778141","-84.401931","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:06:43","33.778113","-84.401909","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:06:40","33.77811","-84.401856","9.215","0.104","-1.839","-0.919","1.073","1.686","1.073","1.532","2.605","3.371","7.815","8.581","9.347","9.653"
"2025-06-06 16:06:37","33.778099","-84.401826","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:06:34","33.778106","-84.401768","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:06:31","33.778152","-84.401666","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:06:28","33.778233","-84.401507","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:06:25","33.778355","-84.401355","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:06:22","33.778419","-84.401261","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:06:19","33.778452","-84.401198","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:06:16","33.778489","-84.401111","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:06:13","33.77851","-84.400951","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:06:10","33.778519","-84.400762","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:06:07","33.778513","-84.400559","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:06:04","33.778513","-84.400358","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:06:01","33.778518","-84.400172","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:58","33.778582","-84.400045","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:55","33.778595","-84.39997","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:52","33.778546","-84.3999","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:49","33.778525","-84.399861","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:46","33.778492","-84.399818","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:43","33.778444","-84.399749","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:40","33.778389","-84.399679","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:37","33.778335","-84.399589","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:34","33.778269","-84.399486","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:31","33.778229","-84.399353","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:28","33.778196","-84.399201","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:25","33.778185","-84.399045","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:22","33.778192","-84.398948","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:19","33.77819","-84.39891","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
"2025-06-06 16:05:16","33.778156","-84.398859","9.202","0.594","-3.218","-1.686","0.766","2.605","1.073","2.758","4.444","6.895","5.363","7.202","9.194","11.186"
